,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48
66,53.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,54.0,52.0,52.0,51.0,52.0,54.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,55.0,53.0,51.0,52.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,51.0,54.0,53.0,51.0
67,50.0,52.0,52.0,54.0,50.0,54.0,53.0,51.0,53.0,52.0,52.0,50.0,53.0,53.0,53.0,55.0,50.0,53.0,52.0,51.0,53.0,54.0,53.0,51.0,52.0,52.0,54.0,54.0,52.0,54.0,50.0,52.0,51.0,52.0,53.0,50.0,53.0,52.0,51.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,54.0,50.0,54.0
68,52.0,55.0,51.0,54.0,52.0,54.0,52.0,51.0,55.0,54.0,54.0,54.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,51.0,53.0,54.0,54.0,52.0,54.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,55.0,53.0,51.0,52.0,55.0
69,52.0,51.0,54.0,52.0,51.0,53.0,55.0,53.0,52.0,53.0,54.0,55.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,50.0,53.0,52.0,53.0,51.0,50.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0
70,53.0,52.0,53.0,53.0,51.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,52.0,53.0,55.0,52.0,53.0,52.0,51.0,54.0,51.0,53.0,52.0,51.0,51.0,51.0,51.0,52.0,54.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,53.0,55.0,53.0,52.0
71,51.0,54.0,53.0,56.0,54.0,53.0,55.0,52.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,52.0,53.0,54.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0,54.0,53.0,51.0,52.0,51.0
72,53.0,51.0,53.0,53.0,52.0,55.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,52.0,49.0,51.0,51.0,53.0,53.0,51.0,52.0,51.0,51.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,51.0,54.0,53.0,52.0,53.0,53.0,50.0,52.0,54.0,54.0,53.0,54.0,51.0
73,53.0,54.0,54.0,53.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,53.0,55.0,53.0,51.0,54.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,55.0,53.0,51.0,52.0,50.0,53.0,52.0,53.0,54.0,54.0,53.0,52.0,54.0,51.0
74,51.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,55.0,53.0,54.0,53.0,51.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,54.0,51.0,52.0,54.0,51.0,52.0,54.0,51.0,52.0,54.0,52.0,50.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,56.0,52.0,51.0,51.0,52.0
75,52.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,51.0,55.0,49.0,52.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,50.0,54.0,54.0,52.0,54.0,52.0,51.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,51.0,53.0,54.0,53.0,52.0,50.0,53.0
76,52.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,51.0,55.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,55.0,52.0
77,52.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,56.0,52.0,53.0,50.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,54.0,54.0,53.0,51.0,52.0,55.0,54.0,50.0,52.0,53.0,53.0,50.0,52.0,51.0,52.0,52.0,51.0,51.0,54.0,52.0,52.0,53.0,52.0
78,53.0,52.0,53.0,52.0,54.0,54.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,55.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,54.0,53.0,52.0,50.0,53.0,51.0,55.0,51.0,52.0,52.0,53.0,51.0,52.0,51.0,51.0,53.0,52.0,51.0,55.0,51.0,53.0,52.0,53.0
79,53.0,51.0,55.0,54.0,52.0,52.0,52.0,55.0,54.0,54.0,54.0,54.0,52.0,52.0,55.0,54.0,51.0,53.0,53.0,52.0,54.0,53.0,50.0,53.0,55.0,54.0,53.0,52.0,54.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,55.0,52.0,50.0,53.0,54.0,52.0,53.0,52.0
80,53.0,51.0,54.0,53.0,53.0,52.0,53.0,52.0,55.0,54.0,54.0,51.0,52.0,55.0,52.0,53.0,52.0,55.0,51.0,52.0,52.0,51.0,54.0,50.0,54.0,54.0,53.0,51.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,52.0
81,52.0,51.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,50.0,54.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,51.0,52.0,54.0,50.0,52.0,53.0,50.0,52.0,51.0,53.0,55.0,52.0,52.0,53.0,52.0,51.0
82,53.0,51.0,52.0,53.0,50.0,54.0,54.0,53.0,54.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,55.0,55.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,51.0,51.0,54.0,51.0,54.0,53.0
83,52.0,51.0,52.0,54.0,53.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0,51.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0,54.0,54.0,55.0,51.0,53.0,52.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,50.0,51.0,51.0,55.0,53.0,53.0,54.0,52.0
84,52.0,52.0,54.0,52.0,52.0,55.0,52.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0,55.0,54.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,55.0,53.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,54.0,52.0,52.0,51.0,52.0,53.0,50.0,52.0,53.0,51.0,52.0
85,52.0,51.0,54.0,51.0,53.0,53.0,54.0,54.0,51.0,54.0,54.0,52.0,52.0,55.0,53.0,52.0,51.0,54.0,54.0,51.0,50.0,53.0,52.0,50.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,48.0,54.0,52.0,53.0,50.0,52.0,54.0,53.0,52.0,53.0,51.0,51.0
86,51.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,55.0,54.0,52.0,53.0,52.0,52.0,52.0,51.0,50.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,51.0,54.0,51.0,54.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0,56.0,53.0,53.0,51.0,53.0,52.0
87,53.0,54.0,52.0,53.0,52.0,54.0,54.0,51.0,53.0,54.0,52.0,55.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,55.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,51.0,49.0,51.0,54.0,50.0,52.0,53.0,53.0,51.0,50.0,53.0,52.0,53.0,52.0,49.0,54.0
88,53.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,56.0,52.0,55.0,53.0,53.0,53.0,54.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,55.0,53.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0
89,51.0,51.0,53.0,51.0,53.0,52.0,53.0,51.0,54.0,51.0,51.0,54.0,50.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,51.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,52.0,52.0,56.0,51.0,52.0,51.0,52.0,51.0,54.0,52.0,50.0
90,54.0,51.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,52.0,50.0,54.0,51.0,53.0,53.0,52.0,52.0,51.0,53.0,51.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,49.0,51.0,52.0,54.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,50.0,52.0
91,52.0,53.0,53.0,54.0,52.0,54.0,53.0,50.0,56.0,54.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,55.0,52.0,54.0,53.0,51.0,53.0,52.0,54.0,50.0,51.0,52.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0
92,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,54.0,52.0,54.0,51.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0,54.0,52.0,54.0,51.0,54.0,52.0,52.0,51.0,54.0
93,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,55.0,54.0,51.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0,51.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,51.0,51.0,55.0,53.0,54.0,53.0,52.0,53.0,53.0
94,51.0,50.0,53.0,54.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,50.0,54.0,53.0,54.0,54.0,52.0,51.0,54.0,52.0,54.0,52.0,54.0,53.0,52.0,51.0,52.0
95,52.0,54.0,53.0,53.0,52.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0,54.0,55.0,53.0,51.0,54.0,54.0,54.0,54.0,53.0,54.0,52.0,52.0,53.0,54.0,54.0,54.0,50.0,50.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,52.0,54.0,53.0,52.0,54.0
96,52.0,51.0,53.0,54.0,54.0,54.0,53.0,52.0,53.0,54.0,55.0,53.0,52.0,53.0,51.0,56.0,54.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,54.0,53.0,51.0,54.0,51.0,51.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0
97,54.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0,53.0,51.0,54.0,52.0,53.0,53.0,55.0,52.0,53.0,52.0,50.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,49.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,51.0,53.0,52.0,52.0
98,52.0,51.0,53.0,53.0,54.0,50.0,54.0,53.0,55.0,52.0,54.0,53.0,51.0,51.0,51.0,51.0,52.0,53.0,52.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,51.0,53.0,51.0,51.0,52.0,54.0,54.0,54.0,52.0,51.0,51.0,52.0,52.0,52.0,54.0,51.0,53.0,53.0,52.0,53.0,54.0
99,54.0,52.0,54.0,54.0,54.0,53.0,55.0,52.0,53.0,53.0,51.0,54.0,52.0,52.0,55.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,50.0,55.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,51.0,51.0,54.0,53.0,51.0,53.0,51.0,50.0,52.0,54.0,53.0,52.0
100,54.0,52.0,54.0,55.0,54.0,52.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,50.0,54.0,49.0,53.0,52.0,55.0,53.0,55.0,51.0,51.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,51.0,53.0,52.0
101,50.0,48.0,34.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,53.0,54.0,50.0,53.0,26.0,52.0,26.0,53.0,51.0,52.0,54.0,51.0,51.0,51.0,52.0,53.0,49.0,51.0,52.0,53.0,51.0,52.0,50.0,49.0,54.0,53.0,51.0,50.0,50.0
102,24.0,5.0,-21.0,35.0,32.0,37.0,34.0,44.0,13.0,38.0,40.0,20.0,10.0,38.0,45.0,41.0,37.0,52.0,16.0,15.0,50.0,35.0,27.0,37.0,-31.0,48.0,-25.0,53.0,43.0,40.0,41.0,30.0,18.0,47.0,9.0,23.0,-11.0,3.0,49.0,16.0,36.0,42.0,41.0,-11.0,7.0,29.0,-3.0,19.0,4.0
103,-34.0,-97.0,-25.0,-116.0,-59.0,-39.0,-88.0,-26.0,-127.0,-55.0,-64.0,-66.0,-127.0,-109.0,-61.0,-102.0,-51.0,-28.0,-127.0,-73.0,-15.0,-29.0,-70.0,-48.0,-29.0,-60.0,-25.0,-22.0,-62.0,-27.0,-54.0,-44.0,-77.0,-41.0,-104.0,-47.0,-117.0,-93.0,-35.0,-127.0,-125.0,-22.0,-33.0,-127.0,-127.0,-43.0,-127.0,-54.0,-109.0
104,-33.0,-98.0,9.0,-127.0,-101.0,-70.0,-127.0,-111.0,-127.0,-116.0,-127.0,-82.0,-127.0,-127.0,-127.0,-127.0,-112.0,-127.0,-127.0,-78.0,-127.0,-51.0,-100.0,-123.0,16.0,-127.0,17.0,-127.0,-127.0,-78.0,-127.0,-75.0,-89.0,-127.0,-116.0,-56.0,-114.0,-78.0,-127.0,-127.0,-127.0,-78.0,-80.0,-127.0,-127.0,-66.0,-127.0,-56.0,-108.0
105,8.0,-23.0,31.0,-127.0,-34.0,-21.0,-89.0,-72.0,-127.0,-65.0,-98.0,-26.0,-127.0,-127.0,-127.0,-127.0,-67.0,-127.0,-127.0,-22.0,-127.0,-11.0,-37.0,-73.0,40.0,-127.0,45.0,-127.0,-127.0,-47.0,-91.0,-34.0,-26.0,-127.0,-37.0,-6.0,-36.0,-13.0,-127.0,-72.0,-127.0,-42.0,-38.0,-68.0,-47.0,-22.0,-127.0,-2.0,-26.0
106,32.0,25.0,42.0,-26.0,19.0,24.0,-1.0,-8.0,-81.0,2.0,0.0,22.0,-27.0,-52.0,-60.0,-127.0,-1.0,-127.0,-100.0,23.0,-91.0,28.0,14.0,-2.0,42.0,-127.0,51.0,-127.0,-41.0,6.0,-6.0,12.0,25.0,-77.0,19.0,33.0,17.0,23.0,-44.0,5.0,-55.0,18.0,13.0,12.0,21.0,19.0,-39.0,35.0,28.0
107,39.0,36.0,46.0,25.0,33.0,42.0,30.0,28.0,2.0,27.0,31.0,36.0,22.0,19.0,11.0,-3.0,28.0,-102.0,4.0,33.0,-5.0,41.0,28.0,27.0,46.0,-11.0,50.0,-127.0,15.0,32.0,25.0,34.0,36.0,17.0,33.0,42.0,31.0,34.0,20.0,29.0,22.0,39.0,35.0,31.0,39.0,31.0,11.0,38.0,36.0
108,45.0,42.0,53.0,32.0,40.0,47.0,38.0,37.0,20.0,35.0,36.0,45.0,31.0,26.0,22.0,21.0,33.0,-10.0,16.0,43.0,22.0,45.0,38.0,37.0,50.0,12.0,53.0,-126.0,31.0,37.0,33.0,42.0,45.0,31.0,44.0,47.0,41.0,41.0,32.0,41.0,29.0,44.0,43.0,42.0,44.0,42.0,29.0,43.0,43.0
109,50.0,51.0,48.0,48.0,48.0,51.0,49.0,44.0,45.0,48.0,49.0,52.0,47.0,41.0,44.0,36.0,45.0,12.0,40.0,54.0,35.0,49.0,50.0,45.0,46.0,30.0,48.0,-47.0,45.0,47.0,46.0,48.0,51.0,38.0,50.0,52.0,51.0,45.0,42.0,51.0,43.0,49.0,51.0,51.0,52.0,50.0,48.0,50.0,52.0
110,50.0,45.0,44.0,53.0,50.0,49.0,47.0,50.0,42.0,48.0,53.0,48.0,44.0,50.0,52.0,49.0,48.0,43.0,44.0,47.0,53.0,47.0,48.0,47.0,42.0,49.0,47.0,12.0,49.0,50.0,45.0,50.0,45.0,50.0,46.0,47.0,45.0,41.0,53.0,46.0,52.0,46.0,53.0,43.0,44.0,46.0,41.0,49.0,46.0
111,45.0,38.0,51.0,32.0,37.0,43.0,33.0,43.0,13.0,38.0,39.0,43.0,22.0,32.0,32.0,29.0,39.0,35.0,12.0,43.0,42.0,42.0,38.0,38.0,47.0,32.0,49.0,24.0,39.0,45.0,38.0,43.0,41.0,38.0,37.0,43.0,40.0,41.0,35.0,34.0,27.0,41.0,43.0,33.0,34.0,40.0,23.0,43.0,37.0
112,50.0,46.0,50.0,32.0,43.0,47.0,39.0,40.0,21.0,39.0,38.0,45.0,27.0,29.0,30.0,16.0,42.0,1.0,13.0,47.0,29.0,47.0,46.0,39.0,51.0,18.0,51.0,-29.0,36.0,45.0,38.0,41.0,48.0,28.0,44.0,47.0,46.0,47.0,29.0,43.0,26.0,44.0,40.0,44.0,44.0,46.0,31.0,48.0,44.0
113,51.0,46.0,50.0,50.0,49.0,48.0,49.0,45.0,37.0,45.0,47.0,48.0,45.0,44.0,47.0,38.0,47.0,17.0,36.0,48.0,39.0,51.0,47.0,46.0,48.0,38.0,50.0,-23.0,42.0,47.0,47.0,46.0,48.0,41.0,48.0,48.0,47.0,47.0,44.0,45.0,42.0,48.0,47.0,49.0,47.0,50.0,44.0,53.0,49.0
114,50.0,48.0,49.0,44.0,47.0,48.0,45.0,48.0,38.0,48.0,43.0,50.0,42.0,47.0,46.0,45.0,45.0,39.0,40.0,49.0,42.0,51.0,48.0,48.0,49.0,47.0,51.0,20.0,47.0,46.0,48.0,50.0,49.0,45.0,49.0,52.0,50.0,50.0,49.0,47.0,45.0,50.0,45.0,48.0,50.0,50.0,44.0,50.0,50.0
115,54.0,52.0,53.0,48.0,51.0,51.0,49.0,48.0,48.0,51.0,50.0,51.0,46.0,49.0,47.0,43.0,48.0,35.0,43.0,49.0,41.0,52.0,49.0,50.0,50.0,46.0,51.0,27.0,50.0,49.0,48.0,54.0,52.0,45.0,49.0,50.0,49.0,51.0,48.0,53.0,48.0,52.0,51.0,50.0,52.0,49.0,50.0,47.0,52.0
116,50.0,51.0,54.0,49.0,48.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,49.0,51.0,50.0,52.0,41.0,47.0,52.0,51.0,52.0,51.0,51.0,52.0,51.0,52.0,33.0,49.0,50.0,50.0,52.0,53.0,51.0,50.0,51.0,52.0,54.0,50.0,50.0,53.0,53.0,51.0,50.0,54.0,51.0,54.0,53.0,53.0
117,51.0,52.0,53.0,50.0,50.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,49.0,52.0,51.0,49.0,50.0,49.0,48.0,52.0,52.0,52.0,53.0,48.0,53.0,53.0,52.0,43.0,50.0,52.0,48.0,53.0,53.0,52.0,52.0,51.0,53.0,49.0,50.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,55.0,53.0
118,54.0,51.0,51.0,51.0,55.0,52.0,50.0,54.0,55.0,52.0,54.0,53.0,52.0,54.0,52.0,50.0,51.0,48.0,51.0,54.0,52.0,51.0,53.0,52.0,50.0,51.0,53.0,43.0,50.0,51.0,51.0,53.0,52.0,51.0,52.0,51.0,53.0,51.0,49.0,53.0,53.0,54.0,53.0,53.0,53.0,50.0,50.0,51.0,51.0
119,51.0,48.0,53.0,51.0,52.0,52.0,52.0,52.0,50.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,51.0,53.0,51.0,51.0,52.0,51.0,52.0,48.0,53.0,49.0,51.0,52.0,52.0,50.0,53.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0,52.0,48.0,52.0,52.0,48.0,50.0,50.0
120,50.0,51.0,55.0,52.0,48.0,50.0,49.0,50.0,47.0,54.0,51.0,52.0,51.0,50.0,49.0,46.0,52.0,46.0,47.0,51.0,50.0,50.0,52.0,51.0,52.0,48.0,52.0,47.0,49.0,51.0,51.0,52.0,52.0,48.0,51.0,51.0,53.0,50.0,49.0,48.0,49.0,50.0,53.0,50.0,51.0,50.0,45.0,52.0,53.0
121,52.0,53.0,54.0,53.0,53.0,55.0,51.0,50.0,53.0,50.0,55.0,54.0,53.0,50.0,50.0,47.0,49.0,44.0,50.0,55.0,52.0,49.0,52.0,51.0,51.0,49.0,51.0,41.0,50.0,50.0,52.0,51.0,54.0,49.0,53.0,52.0,53.0,51.0,51.0,51.0,52.0,53.0,52.0,53.0,51.0,49.0,52.0,55.0,52.0
122,53.0,54.0,53.0,56.0,56.0,53.0,53.0,50.0,55.0,52.0,53.0,53.0,53.0,52.0,55.0,52.0,50.0,53.0,52.0,53.0,50.0,51.0,54.0,52.0,52.0,50.0,51.0,48.0,54.0,55.0,52.0,48.0,54.0,52.0,54.0,52.0,54.0,54.0,54.0,50.0,53.0,53.0,53.0,53.0,52.0,54.0,55.0,52.0,52.0
123,50.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,53.0,55.0,54.0,52.0,55.0,54.0,56.0,53.0,51.0,55.0,50.0,54.0,50.0,51.0,52.0,52.0,52.0,52.0,51.0,56.0,53.0,52.0,53.0,49.0,52.0,55.0,52.0,51.0,50.0,51.0,54.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,50.0,51.0,52.0
124,53.0,52.0,52.0,48.0,50.0,51.0,51.0,48.0,46.0,53.0,51.0,52.0,49.0,50.0,48.0,51.0,48.0,50.0,45.0,51.0,47.0,50.0,50.0,49.0,54.0,47.0,54.0,53.0,50.0,49.0,49.0,50.0,50.0,50.0,48.0,50.0,52.0,49.0,50.0,51.0,48.0,51.0,52.0,50.0,51.0,51.0,47.0,53.0,51.0
125,53.0,54.0,53.0,52.0,54.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,52.0,52.0,50.0,50.0,51.0,44.0,50.0,52.0,47.0,49.0,54.0,50.0,54.0,49.0,55.0,37.0,50.0,53.0,50.0,54.0,54.0,47.0,51.0,53.0,53.0,52.0,48.0,52.0,51.0,53.0,50.0,54.0,52.0,54.0,51.0,53.0,55.0
126,53.0,53.0,51.0,56.0,52.0,53.0,56.0,54.0,60.0,54.0,56.0,55.0,57.0,56.0,55.0,58.0,53.0,51.0,59.0,54.0,56.0,53.0,55.0,53.0,51.0,55.0,53.0,43.0,54.0,56.0,54.0,52.0,56.0,55.0,54.0,52.0,54.0,54.0,56.0,56.0,58.0,55.0,55.0,53.0,54.0,54.0,58.0,53.0,55.0
127,52.0,50.0,49.0,51.0,50.0,51.0,52.0,52.0,52.0,54.0,53.0,51.0,50.0,53.0,55.0,57.0,51.0,61.0,51.0,50.0,56.0,53.0,52.0,53.0,51.0,54.0,53.0,65.0,52.0,51.0,53.0,51.0,52.0,54.0,52.0,52.0,51.0,50.0,53.0,50.0,52.0,52.0,52.0,51.0,49.0,52.0,51.0,49.0,50.0
128,50.0,50.0,53.0,46.0,51.0,50.0,50.0,49.0,42.0,49.0,50.0,51.0,47.0,46.0,48.0,46.0,49.0,48.0,41.0,51.0,49.0,51.0,52.0,49.0,52.0,46.0,54.0,51.0,50.0,50.0,51.0,50.0,51.0,48.0,51.0,52.0,53.0,51.0,47.0,48.0,45.0,49.0,53.0,51.0,48.0,52.0,47.0,51.0,50.0
129,54.0,52.0,54.0,53.0,54.0,55.0,52.0,50.0,51.0,53.0,53.0,54.0,53.0,52.0,50.0,50.0,53.0,42.0,54.0,53.0,50.0,53.0,54.0,52.0,53.0,44.0,54.0,33.0,53.0,52.0,52.0,52.0,55.0,47.0,54.0,52.0,55.0,56.0,51.0,53.0,52.0,54.0,52.0,52.0,54.0,52.0,56.0,53.0,54.0
130,53.0,54.0,53.0,58.0,52.0,54.0,52.0,52.0,58.0,55.0,56.0,51.0,54.0,54.0,58.0,56.0,56.0,57.0,56.0,51.0,55.0,54.0,53.0,53.0,50.0,56.0,53.0,52.0,54.0,53.0,55.0,52.0,54.0,54.0,52.0,53.0,53.0,52.0,56.0,54.0,56.0,54.0,54.0,54.0,53.0,53.0,54.0,51.0,51.0
131,51.0,51.0,54.0,51.0,50.0,52.0,53.0,51.0,51.0,52.0,50.0,50.0,49.0,52.0,53.0,53.0,53.0,55.0,47.0,53.0,54.0,51.0,52.0,52.0,50.0,52.0,52.0,61.0,51.0,51.0,53.0,50.0,52.0,52.0,51.0,53.0,51.0,51.0,51.0,54.0,52.0,53.0,52.0,48.0,50.0,52.0,50.0,49.0,49.0
132,52.0,50.0,52.0,51.0,54.0,50.0,51.0,50.0,46.0,51.0,49.0,50.0,50.0,51.0,51.0,49.0,52.0,48.0,48.0,53.0,52.0,52.0,52.0,51.0,51.0,49.0,55.0,47.0,50.0,50.0,50.0,52.0,53.0,49.0,51.0,52.0,52.0,51.0,50.0,52.0,50.0,51.0,53.0,48.0,50.0,53.0,51.0,53.0,53.0
133,52.0,53.0,54.0,54.0,54.0,53.0,54.0,54.0,52.0,52.0,54.0,53.0,51.0,53.0,51.0,50.0,53.0,46.0,53.0,55.0,52.0,53.0,52.0,52.0,52.0,49.0,52.0,42.0,52.0,52.0,54.0,52.0,52.0,49.0,55.0,55.0,54.0,53.0,50.0,53.0,52.0,52.0,53.0,54.0,54.0,54.0,53.0,51.0,54.0
