,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51
62,52.0,53.0,54.0,54.0,54.0,52.0,55.0,52.0,52.0,54.0,50.0,51.0,53.0,51.0,51.0,53.0,51.0,51.0,51.0,50.0,51.0,51.0,53.0,54.0,51.0,51.0,55.0,53.0,54.0,53.0,54.0,55.0,54.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,48.0,52.0,53.0,53.0,54.0,52.0,54.0,53.0,54.0
63,52.0,54.0,53.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0,52.0,51.0,52.0,53.0,56.0,54.0,53.0,52.0,53.0,54.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,55.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0
64,53.0,53.0,53.0,53.0,50.0,50.0,52.0,53.0,52.0,50.0,54.0,51.0,52.0,53.0,56.0,53.0,53.0,56.0,55.0,52.0,53.0,53.0,53.0,55.0,50.0,52.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0,53.0,50.0,53.0,51.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,50.0,53.0,52.0,53.0,55.0,53.0,53.0
65,52.0,52.0,54.0,52.0,51.0,51.0,54.0,51.0,51.0,51.0,52.0,52.0,55.0,54.0,50.0,53.0,50.0,53.0,52.0,52.0,54.0,54.0,54.0,55.0,50.0,52.0,53.0,55.0,53.0,55.0,52.0,52.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,50.0,54.0,52.0,52.0,52.0,55.0,53.0,52.0,50.0
66,51.0,50.0,53.0,52.0,52.0,50.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,54.0,55.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,54.0,55.0,54.0,51.0,53.0,54.0,54.0,52.0,53.0,53.0,53.0,55.0
67,52.0,54.0,52.0,54.0,51.0,53.0,55.0,53.0,51.0,53.0,52.0,50.0,54.0,51.0,56.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,54.0,51.0,54.0,52.0,50.0,53.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,55.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0
68,53.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,51.0,54.0,51.0,53.0,52.0,55.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,49.0,54.0,54.0,53.0,53.0,54.0,54.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,54.0,53.0,55.0,54.0
69,53.0,50.0,54.0,54.0,52.0,52.0,53.0,52.0,54.0,50.0,52.0,50.0,52.0,54.0,50.0,51.0,51.0,51.0,54.0,53.0,53.0,53.0,52.0,51.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,52.0,52.0,53.0,52.0,56.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,54.0,53.0,51.0
70,51.0,54.0,55.0,53.0,51.0,52.0,51.0,51.0,53.0,54.0,52.0,50.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,51.0,53.0,51.0,52.0,50.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0
71,53.0,51.0,51.0,54.0,51.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,51.0,55.0,54.0,54.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,51.0,55.0,52.0,51.0,53.0,50.0,53.0,52.0,56.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0
72,55.0,53.0,53.0,54.0,54.0,53.0,55.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0,50.0,53.0,53.0,54.0,52.0,51.0,54.0,50.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,50.0,51.0,53.0,53.0,52.0,51.0,54.0,52.0,52.0
73,53.0,53.0,53.0,55.0,54.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,52.0,52.0,50.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,52.0,55.0,53.0,55.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,56.0,54.0,52.0,53.0,55.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,50.0,54.0,52.0
74,53.0,50.0,54.0,56.0,54.0,54.0,53.0,49.0,52.0,52.0,50.0,51.0,54.0,50.0,55.0,52.0,51.0,51.0,53.0,54.0,54.0,52.0,51.0,53.0,50.0,52.0,51.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,50.0,53.0,54.0,52.0,52.0,53.0,52.0,50.0,54.0,50.0,51.0,53.0,52.0,52.0,50.0,52.0,52.0
75,53.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,51.0,51.0,52.0,52.0,53.0,55.0,55.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,50.0,53.0,51.0,54.0,52.0,51.0,50.0,52.0,52.0,52.0,52.0,51.0,51.0,54.0,51.0,51.0,51.0,54.0,54.0,51.0,50.0,53.0,54.0,53.0,54.0,53.0,52.0,54.0
76,52.0,50.0,52.0,53.0,55.0,52.0,53.0,52.0,53.0,52.0,56.0,53.0,52.0,53.0,50.0,52.0,54.0,51.0,53.0,50.0,52.0,53.0,52.0,50.0,51.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,55.0
77,53.0,51.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,54.0,53.0,51.0,51.0,53.0,55.0,52.0,54.0,53.0,55.0,54.0,54.0,51.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,53.0,50.0,52.0,53.0,53.0,51.0,51.0,53.0,54.0,54.0
78,53.0,50.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,50.0,52.0,54.0,55.0,53.0,53.0,54.0,51.0,53.0,51.0,52.0,55.0,52.0,50.0,52.0,52.0,52.0,51.0,52.0,52.0,50.0,54.0
79,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,52.0,51.0,53.0,51.0,58.0,51.0,53.0,54.0,51.0,51.0,51.0,54.0,51.0,53.0,51.0,53.0,50.0,54.0,51.0,53.0,54.0,55.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0,54.0,50.0,53.0,52.0,53.0,54.0,53.0,52.0,54.0,51.0,52.0
80,50.0,53.0,52.0,52.0,53.0,54.0,55.0,53.0,50.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0,51.0,53.0,50.0,55.0,53.0,53.0,52.0,53.0,53.0,52.0,55.0,53.0,54.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,52.0,55.0,52.0,53.0,52.0,53.0,50.0,53.0,53.0,54.0,52.0
81,53.0,52.0,53.0,54.0,53.0,54.0,52.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,56.0,51.0,52.0,56.0,54.0,54.0,52.0,52.0,53.0,54.0,50.0,53.0,50.0,53.0,50.0,53.0,50.0,52.0,53.0
82,52.0,51.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,55.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,56.0,53.0,52.0,53.0,54.0,52.0,51.0,54.0,53.0,52.0,50.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,54.0,52.0
83,52.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,56.0,52.0,52.0,53.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,54.0,54.0,53.0,51.0,53.0,53.0,55.0,53.0,51.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,51.0,49.0,51.0,51.0,52.0,52.0,51.0,54.0,53.0
84,51.0,51.0,52.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0,51.0,54.0,53.0,53.0,52.0,50.0,52.0,51.0,49.0,52.0,53.0,52.0,53.0,52.0,54.0,55.0,52.0,55.0,52.0,53.0,55.0,52.0,53.0,54.0,54.0,53.0,51.0,55.0,53.0,51.0,53.0,52.0,53.0,51.0,54.0,52.0
85,54.0,52.0,51.0,52.0,53.0,52.0,52.0,50.0,52.0,52.0,53.0,54.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,51.0,51.0,51.0,49.0,52.0,54.0,51.0,49.0,55.0,55.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,51.0,52.0,54.0,49.0,54.0,50.0,51.0,52.0
86,51.0,53.0,55.0,55.0,54.0,51.0,51.0,52.0,52.0,53.0,54.0,55.0,52.0,53.0,54.0,51.0,55.0,52.0,52.0,53.0,51.0,54.0,51.0,53.0,52.0,52.0,51.0,51.0,54.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0
87,52.0,55.0,54.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,52.0,51.0,54.0,52.0,52.0,55.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,50.0,54.0,51.0,52.0,53.0,55.0,50.0,53.0,52.0,54.0,51.0,53.0,53.0,54.0,53.0,55.0,53.0,53.0
88,51.0,50.0,50.0,52.0,51.0,51.0,53.0,52.0,52.0,51.0,54.0,51.0,53.0,53.0,51.0,54.0,47.0,52.0,51.0,55.0,53.0,54.0,51.0,54.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,53.0,52.0
89,50.0,53.0,55.0,55.0,52.0,54.0,52.0,50.0,51.0,52.0,52.0,50.0,52.0,52.0,55.0,53.0,55.0,52.0,52.0,54.0,51.0,52.0,53.0,52.0,51.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,54.0,55.0,51.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,51.0
90,52.0,54.0,52.0,51.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,56.0,54.0,53.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,55.0,52.0,53.0,54.0,51.0,53.0,52.0,55.0,53.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,52.0,50.0,53.0,54.0
91,50.0,51.0,51.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,50.0,53.0,52.0,50.0,51.0,51.0,52.0,54.0,53.0,54.0,54.0,52.0,54.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,54.0,54.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0
92,52.0,53.0,54.0,53.0,53.0,53.0,56.0,53.0,54.0,54.0,51.0,50.0,53.0,53.0,50.0,52.0,50.0,52.0,52.0,54.0,50.0,51.0,54.0,53.0,53.0,54.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,52.0,50.0,51.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0
93,51.0,53.0,52.0,52.0,51.0,50.0,54.0,52.0,54.0,51.0,52.0,51.0,52.0,52.0,55.0,54.0,54.0,54.0,52.0,53.0,52.0,52.0,50.0,51.0,53.0,52.0,54.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,53.0,56.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,52.0,51.0,53.0
94,54.0,51.0,53.0,56.0,54.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,51.0,52.0,53.0,54.0,51.0,52.0,52.0,52.0,50.0,52.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,50.0
95,51.0,52.0,51.0,53.0,53.0,51.0,54.0,52.0,51.0,54.0,53.0,50.0,51.0,53.0,52.0,55.0,51.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,51.0,55.0,57.0,52.0,52.0,54.0,52.0,51.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0
96,53.0,51.0,52.0,54.0,52.0,52.0,51.0,51.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,51.0,53.0,52.0,53.0,49.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,55.0,54.0,52.0,52.0,51.0,52.0,50.0,52.0,52.0,53.0
97,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,53.0,54.0,52.0,53.0,54.0,51.0,55.0,55.0,53.0,52.0,51.0,52.0,51.0,54.0,51.0,54.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,55.0,52.0,53.0,52.0,52.0,54.0,51.0,51.0,50.0,53.0,52.0,55.0,56.0,55.0,51.0
98,51.0,51.0,52.0,50.0,52.0,53.0,52.0,53.0,51.0,53.0,54.0,51.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,54.0,53.0,53.0,51.0,51.0,52.0,54.0,50.0,51.0,52.0,51.0,53.0,53.0
99,53.0,54.0,53.0,54.0,52.0,50.0,53.0,51.0,53.0,51.0,51.0,52.0,53.0,52.0,51.0,52.0,47.0,54.0,53.0,53.0,49.0,52.0,55.0,51.0,48.0,51.0,52.0,52.0,52.0,54.0,51.0,54.0,53.0,51.0,54.0,51.0,51.0,54.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,55.0,52.0,51.0,53.0,53.0,52.0
100,50.0,54.0,56.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,50.0,50.0,52.0,53.0,53.0,51.0,51.0,51.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,53.0,50.0,53.0,54.0,52.0,50.0,51.0,50.0,52.0,51.0,52.0,53.0,53.0,56.0,52.0,51.0,53.0,52.0,50.0,54.0,52.0,53.0,54.0
101,51.0,52.0,48.0,47.0,54.0,47.0,33.0,39.0,24.0,51.0,49.0,-17.0,50.0,52.0,51.0,51.0,20.0,51.0,2.0,53.0,51.0,52.0,48.0,54.0,44.0,50.0,47.0,49.0,22.0,52.0,38.0,30.0,52.0,53.0,50.0,53.0,51.0,51.0,51.0,50.0,52.0,33.0,51.0,55.0,47.0,50.0,45.0,50.0,53.0,51.0,51.0,48.0
102,29.0,0.0,-68.0,-47.0,10.0,-40.0,-75.0,-77.0,-110.0,4.0,-70.0,-127.0,-16.0,0.0,32.0,-3.0,-122.0,7.0,-118.0,35.0,43.0,24.0,-67.0,5.0,-71.0,-35.0,-47.0,-42.0,-97.0,-1.0,-88.0,-104.0,-1.0,-6.0,2.0,41.0,-3.0,20.0,8.0,-23.0,26.0,-97.0,18.0,31.0,-37.0,41.0,-36.0,16.0,6.0,-12.0,-30.0,-41.0
103,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-121.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-120.0,-107.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-126.0,-127.0,-127.0,-127.0,-127.0,-127.0,-112.0,-127.0,-122.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0
104,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-99.0,-127.0,-106.0,-127.0,-127.0,-37.0,-127.0,-127.0,-127.0,-127.0,-102.0,-127.0,-54.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-104.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-103.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0,-127.0
105,-127.0,-100.0,-127.0,-127.0,-127.0,-54.0,-2.0,-36.0,-11.0,-66.0,-127.0,15.0,-127.0,-127.0,-127.0,-127.0,-14.0,-127.0,7.0,-127.0,-127.0,-127.0,-127.0,-124.0,-107.0,-127.0,-67.0,-127.0,-16.0,-127.0,-46.0,-38.0,-124.0,-127.0,-127.0,-127.0,-112.0,-108.0,-111.0,-120.0,-127.0,-13.0,-110.0,-113.0,-101.0,-127.0,-33.0,-127.0,-73.0,-127.0,-127.0,-22.0
106,-127.0,1.0,-22.0,-9.0,-95.0,8.0,31.0,22.0,28.0,12.0,-40.0,25.0,-61.0,-28.0,-80.0,-78.0,24.0,-41.0,26.0,-76.0,-110.0,-74.0,-32.0,-1.0,-6.0,-58.0,-4.0,-60.0,23.0,-24.0,14.0,19.0,-20.0,-33.0,-59.0,-127.0,-10.0,-9.0,-8.0,-15.0,-57.0,25.0,-6.0,4.0,-8.0,-127.0,29.0,-29.0,16.0,-4.0,-43.0,33.0
107,-25.0,26.0,12.0,13.0,-3.0,27.0,37.0,33.0,36.0,30.0,-5.0,42.0,0.0,17.0,-2.0,3.0,33.0,8.0,34.0,4.0,-13.0,4.0,11.0,26.0,7.0,3.0,18.0,0.0,34.0,20.0,26.0,35.0,15.0,16.0,11.0,-37.0,22.0,18.0,18.0,12.0,18.0,35.0,29.0,38.0,17.0,-7.0,37.0,20.0,31.0,23.0,4.0,31.0
108,8.0,35.0,31.0,27.0,15.0,36.0,44.0,45.0,50.0,37.0,19.0,52.0,12.0,28.0,15.0,17.0,48.0,23.0,47.0,26.0,15.0,20.0,30.0,32.0,24.0,22.0,39.0,24.0,46.0,28.0,40.0,45.0,33.0,30.0,25.0,-2.0,37.0,25.0,28.0,24.0,29.0,48.0,34.0,37.0,32.0,13.0,47.0,34.0,36.0,28.0,25.0,42.0
109,31.0,52.0,49.0,49.0,45.0,46.0,47.0,47.0,48.0,53.0,47.0,45.0,40.0,50.0,40.0,37.0,46.0,49.0,43.0,43.0,36.0,44.0,50.0,51.0,43.0,41.0,45.0,43.0,49.0,50.0,48.0,50.0,49.0,47.0,49.0,34.0,48.0,47.0,45.0,48.0,43.0,49.0,46.0,49.0,48.0,32.0,53.0,50.0,48.0,43.0,54.0,53.0
110,39.0,45.0,32.0,35.0,43.0,36.0,37.0,32.0,33.0,49.0,31.0,39.0,36.0,43.0,51.0,39.0,32.0,48.0,35.0,45.0,45.0,47.0,31.0,44.0,29.0,31.0,32.0,32.0,37.0,42.0,32.0,33.0,42.0,40.0,46.0,53.0,44.0,44.0,45.0,41.0,46.0,35.0,42.0,49.0,38.0,47.0,37.0,44.0,43.0,38.0,38.0,41.0
111,9.0,30.0,16.0,19.0,17.0,28.0,36.0,36.0,38.0,32.0,14.0,45.0,5.0,21.0,28.0,10.0,37.0,22.0,45.0,26.0,25.0,21.0,9.0,21.0,16.0,12.0,30.0,10.0,37.0,11.0,31.0,30.0,26.0,25.0,12.0,23.0,29.0,30.0,32.0,29.0,23.0,37.0,28.0,32.0,25.0,21.0,30.0,21.0,28.0,24.0,7.0,35.0
112,5.0,40.0,34.0,33.0,19.0,39.0,43.0,47.0,47.0,41.0,33.0,47.0,21.0,30.0,25.0,20.0,43.0,30.0,48.0,24.0,18.0,21.0,34.0,33.0,36.0,29.0,42.0,27.0,44.0,27.0,40.0,40.0,36.0,35.0,24.0,7.0,38.0,38.0,40.0,42.0,26.0,45.0,37.0,33.0,37.0,17.0,49.0,28.0,39.0,36.0,29.0,47.0
113,32.0,48.0,39.0,45.0,41.0,44.0,46.0,46.0,44.0,49.0,41.0,46.0,37.0,43.0,42.0,42.0,46.0,37.0,48.0,41.0,38.0,39.0,42.0,46.0,42.0,42.0,46.0,41.0,47.0,44.0,42.0,42.0,44.0,42.0,44.0,30.0,45.0,46.0,47.0,45.0,42.0,45.0,46.0,46.0,42.0,38.0,49.0,41.0,50.0,44.0,41.0,46.0
114,40.0,45.0,40.0,45.0,42.0,47.0,50.0,47.0,48.0,47.0,39.0,50.0,36.0,42.0,42.0,41.0,49.0,41.0,49.0,43.0,44.0,38.0,43.0,45.0,39.0,40.0,45.0,42.0,51.0,43.0,45.0,46.0,45.0,39.0,41.0,35.0,43.0,45.0,46.0,42.0,42.0,48.0,47.0,44.0,47.0,42.0,48.0,44.0,45.0,45.0,39.0,45.0
115,39.0,46.0,47.0,49.0,46.0,48.0,53.0,53.0,53.0,50.0,47.0,50.0,47.0,45.0,46.0,45.0,49.0,48.0,51.0,48.0,51.0,45.0,49.0,48.0,47.0,47.0,49.0,47.0,51.0,48.0,49.0,50.0,49.0,48.0,46.0,36.0,45.0,47.0,50.0,50.0,46.0,50.0,49.0,47.0,49.0,43.0,49.0,47.0,49.0,50.0,48.0,50.0
116,46.0,50.0,51.0,53.0,52.0,50.0,51.0,52.0,53.0,52.0,49.0,49.0,47.0,51.0,49.0,49.0,53.0,50.0,48.0,52.0,51.0,51.0,51.0,51.0,50.0,50.0,51.0,48.0,52.0,49.0,51.0,48.0,49.0,49.0,52.0,44.0,49.0,51.0,53.0,50.0,48.0,52.0,50.0,51.0,49.0,51.0,49.0,48.0,52.0,49.0,50.0,50.0
117,47.0,49.0,52.0,49.0,52.0,51.0,54.0,54.0,53.0,54.0,49.0,53.0,47.0,52.0,49.0,50.0,51.0,54.0,50.0,49.0,50.0,49.0,52.0,47.0,52.0,50.0,53.0,48.0,52.0,48.0,53.0,51.0,49.0,49.0,48.0,45.0,52.0,50.0,51.0,52.0,49.0,53.0,52.0,52.0,52.0,49.0,51.0,51.0,52.0,51.0,50.0,51.0
118,51.0,50.0,53.0,54.0,50.0,52.0,53.0,48.0,51.0,51.0,53.0,50.0,51.0,51.0,54.0,51.0,50.0,53.0,51.0,52.0,50.0,54.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,54.0,51.0,50.0,54.0,52.0,51.0,51.0,53.0,53.0,52.0,51.0,51.0,51.0,48.0,52.0,52.0,53.0,55.0,52.0
119,49.0,51.0,49.0,50.0,48.0,47.0,51.0,49.0,50.0,51.0,47.0,49.0,47.0,48.0,49.0,47.0,51.0,50.0,53.0,52.0,48.0,49.0,47.0,46.0,49.0,48.0,49.0,45.0,51.0,49.0,51.0,50.0,49.0,50.0,49.0,52.0,51.0,52.0,52.0,51.0,51.0,49.0,50.0,49.0,49.0,51.0,49.0,48.0,48.0,50.0,50.0,50.0
120,45.0,51.0,48.0,48.0,47.0,49.0,50.0,50.0,54.0,50.0,49.0,52.0,44.0,47.0,48.0,45.0,51.0,48.0,52.0,49.0,47.0,49.0,47.0,48.0,52.0,45.0,49.0,45.0,50.0,46.0,48.0,50.0,45.0,45.0,46.0,46.0,50.0,49.0,49.0,49.0,49.0,49.0,48.0,47.0,50.0,48.0,50.0,47.0,49.0,47.0,45.0,51.0
121,51.0,54.0,54.0,56.0,54.0,50.0,54.0,52.0,55.0,52.0,54.0,52.0,52.0,48.0,50.0,52.0,52.0,49.0,53.0,51.0,49.0,52.0,54.0,52.0,54.0,50.0,50.0,50.0,53.0,50.0,52.0,52.0,49.0,51.0,51.0,49.0,54.0,54.0,51.0,53.0,50.0,52.0,52.0,52.0,48.0,46.0,51.0,52.0,54.0,51.0,53.0,52.0
122,52.0,54.0,53.0,52.0,55.0,52.0,53.0,52.0,52.0,53.0,54.0,50.0,56.0,53.0,55.0,54.0,51.0,56.0,49.0,53.0,52.0,54.0,54.0,54.0,56.0,54.0,52.0,53.0,52.0,53.0,53.0,49.0,54.0,55.0,55.0,54.0,53.0,54.0,53.0,55.0,54.0,54.0,54.0,55.0,53.0,54.0,52.0,56.0,52.0,54.0,55.0,54.0
123,52.0,50.0,50.0,51.0,53.0,52.0,50.0,47.0,46.0,50.0,51.0,49.0,50.0,53.0,55.0,52.0,48.0,49.0,50.0,53.0,53.0,53.0,48.0,52.0,50.0,50.0,49.0,50.0,51.0,52.0,49.0,46.0,52.0,51.0,54.0,54.0,52.0,50.0,50.0,50.0,54.0,48.0,52.0,52.0,48.0,53.0,50.0,52.0,52.0,51.0,51.0,49.0
124,47.0,49.0,48.0,49.0,46.0,50.0,51.0,49.0,50.0,49.0,46.0,54.0,44.0,46.0,48.0,43.0,53.0,44.0,53.0,47.0,49.0,46.0,46.0,47.0,47.0,43.0,48.0,45.0,51.0,45.0,52.0,52.0,50.0,47.0,44.0,46.0,49.0,47.0,50.0,47.0,45.0,51.0,49.0,48.0,46.0,49.0,51.0,46.0,49.0,47.0,46.0,50.0
125,45.0,53.0,55.0,54.0,52.0,54.0,57.0,56.0,54.0,52.0,55.0,52.0,53.0,53.0,49.0,49.0,53.0,53.0,55.0,52.0,47.0,48.0,55.0,51.0,57.0,52.0,54.0,55.0,55.0,53.0,52.0,56.0,54.0,54.0,52.0,48.0,53.0,52.0,54.0,52.0,49.0,53.0,52.0,53.0,52.0,47.0,54.0,51.0,54.0,54.0,55.0,56.0
